,day,jurisdiction,NPI,S,E,P,I,A,R,D
4085,291,11,4,438556,1387,1423,1839,999,86615,439
4086,291,12,4,665748,1702,1758,2120,1112,128490,658
4087,291,13,5,715276,1598,1943,2896,1498,138905,681
4088,292,0,5,189068,480,594,813,430,37610,203
4089,292,1,4,106519,426,498,562,312,20722,113
4090,292,2,3,475537,1844,1790,1814,974,97249,482
4091,292,3,4,17285,48,55,61,24,3132,19
4092,292,4,4,665465,2169,2412,2903,1498,135380,681
4093,292,5,5,58375,192,249,303,174,11735,53
4094,292,6,4,387529,1224,1265,1612,833,73376,364
4095,292,7,4,133430,441,442,530,302,27171,134
4096,292,8,4,1354669,4117,4403,5557,2890,260392,1309
4097,292,9,3,11475,52,54,52,38,2580,18
4098,292,10,4,597224,1752,1856,2401,1204,121495,563
4099,292,11,4,438231,1346,1463,1788,969,87022,441
4100,292,12,4,665273,1729,1772,2131,1143,128882,662
4101,292,13,5,714913,1502,1874,2836,1459,139532,686
4102,293,0,5,188963,468,554,802,430,37778,205
4103,293,1,4,106404,431,473,574,322,20835,114
4104,293,2,3,475011,1882,1855,1857,995,97608,482
4105,293,3,4,17272,48,51,62,24,3148,19
4106,293,4,4,664894,2179,2363,2907,1532,135952,683
4107,293,5,5,58343,180,241,295,166,11803,53
4108,293,6,4,387219,1227,1235,1611,821,73726,366
4109,293,7,4,133320,439,452,520,291,27294,135
4110,293,8,4,1353646,4098,4336,5596,2893,261459,1316
4111,293,9,3,11464,50,52,53,35,2597,18
4112,293,10,4,596792,1736,1839,2390,1215,121960,564
4113,293,11,4,437882,1357,1449,1769,978,87384,443
4114,293,12,4,664845,1694,1815,2120,1121,129335,663
4115,293,13,5,714561,1455,1841,2749,1463,140047,690
4116,294,0,4,188857,436,558,786,408,37950,205
4117,294,1,5,106290,441,467,570,326,20945,114
4118,294,2,4,474444,1954,1902,1885,1030,97993,483
4119,294,3,3,17259,44,53,67,29,3153,19
4120,294,4,4,664322,2164,2355,2884,1547,136555,687
4121,294,5,4,58302,177,234,288,160,11867,53
4122,294,6,4,386908,1234,1229,1603,842,74023,367
4123,294,7,3,133188,463,437,525,305,27398,135
4124,294,8,4,1352608,4081,4321,5575,2903,262540,1322
4125,294,9,4,11456,49,44,54,38,2610,19
4126,294,10,3,596305,1757,1838,2373,1220,122439,566
4127,294,11,4,437561,1325,1418,1796,972,87747,444
4128,294,12,3,664411,1700,1785,2154,1117,129763,663
4129,294,13,3,714218,1415,1766,2680,1431,140606,692
4130,295,0,4,188709,468,543,746,403,38126,205
4131,295,1,5,106216,392,463,574,334,21060,115
4132,295,2,4,474005,1863,1966,1936,1056,98382,484
4133,295,3,3,17243,53,41,74,28,3166,19
4134,295,4,4,663787,2139,2386,2829,1518,137168,692
4135,295,5,4,58249,186,213,291,158,11931,53
4136,295,6,4,386571,1269,1250,1569,818,74362,371
4137,295,7,3,133051,459,481,521,300,27504,135
4138,295,8,4,1351545,4093,4311,5584,2883,263612,1329
4139,295,9,4,11446,46,45,54,33,2627,19
4140,295,10,3,595709,1891,1851,2364,1195,122922,569
4141,295,11,4,437212,1302,1426,1786,981,88112,445
4142,295,12,3,663830,1805,1818,2170,1129,130178,663
4143,295,13,3,713516,1757,1663,2650,1368,141162,696
4144,296,0,4,188570,488,535,716,401,38285,207
4145,296,1,5,106138,358,449,588,320,21186,115
4146,296,2,4,473570,1846,1898,2021,1113,98760,485
4147,296,3,3,17227,57,42,70,29,3180,19
4148,296,4,4,663240,2134,2398,2811,1502,137742,694
4149,296,5,4,58201,184,214,279,152,11998,53
4150,296,6,4,386273,1223,1302,1563,802,74676,373
4151,296,7,3,132919,473,490,532,291,27611,135
4152,296,8,4,1350458,4113,4354,5486,2847,264770,1331
4153,296,9,4,11436,44,44,53,38,2636,20
4154,296,10,3,595104,2001,1874,2361,1202,123390,570
4155,296,11,4,436868,1271,1437,1803,974,88466,448
4156,296,12,3,663267,1879,1867,2198,1113,130606,665
4157,296,13,3,712893,1927,1698,2564,1332,141702,698
4158,297,0,4,188434,501,529,684,381,38466,207
4159,297,1,5,106072,333,434,583,309,21308,116
4160,297,2,4,473145,1806,1863,2050,1138,99206,485
4161,297,3,3,17214,52,52,64,29,3194,19
4162,297,4,4,662706,2128,2324,2840,1528,138301,699
4163,297,5,4,58129,195,225,280,144,12055,55
4164,297,6,4,385968,1179,1329,1590,788,74985,375
4165,297,7,3,132769,510,477,547,292,27721,136
4166,297,8,4,1349377,4154,4315,5456,2864,265862,1338
4167,297,9,4,11421,46,47,49,42,2646,20
4168,297,10,3,594527,2060,1919,2374,1202,123850,574
4169,297,11,4,436528,1280,1420,1805,963,88823,449
4170,297,12,3,662686,1960,1935,2190,1123,131036,667
4171,297,13,3,712237,2088,1749,2504,1297,142241,702
4172,298,0,4,188297,504,518,694,388,38594,207
4173,298,1,5,106011,309,400,571,311,21437,116
4174,298,2,4,472709,1734,1921,2085,1157,99602,488
4175,298,3,3,17201,50,61,58,27,3208,20
4176,298,4,4,662161,2105,2303,2843,1530,138885,702
4177,298,5,4,58063,204,218,283,148,12112,55
4178,298,6,4,385665,1158,1305,1590,818,75303,375
4179,298,7,3,132651,484,502,546,295,27838,136
4180,298,8,4,1348320,4134,4338,5422,2835,266979,1341
4181,298,9,4,11411,39,55,46,42,2658,20
4182,298,10,3,593918,2151,1956,2389,1210,124308,574
4183,298,11,4,436188,1271,1417,1832,977,89134,450
4184,298,12,3,662086,2062,1925,2273,1132,131452,668
4185,298,13,3,711527,2245,1871,2450,1300,142723,703
4186,299,0,4,188160,518,514,670,394,38739,207
4187,299,1,5,105948,308,371,554,308,21550,117
4188,299,2,4,472303,1698,1895,2098,1172,100042,490
4189,299,3,3,17186,52,60,57,30,3220,20
4190,299,4,4,661615,2109,2258,2863,1518,139464,705
4191,299,5,4,57997,222,211,287,146,12165,55
4192,299,6,4,385360,1147,1300,1591,821,75620,377
4193,299,7,3,132497,508,506,569,300,27936,136
4194,299,8,4,1347245,4180,4297,5416,2785,268105,1345
4195,299,9,4,11395,46,46,54,41,2669,20
4196,299,10,3,593316,2235,1981,2388,1239,124773,577
4197,299,11,4,435829,1309,1372,1797,1008,89504,451
4198,299,12,3,661501,2100,1992,2301,1128,131908,670
4199,299,13,3,710881,2305,1973,2454,1308,143195,704
4200,300,0,4,188025,520,509,662,380,38899,208
4201,300,1,5,105884,282,358,529,308,21678,119
4202,300,2,4,471881,1659,1890,2111,1177,100490,493
4203,300,3,3,17171,54,55,59,33,3233,20
4204,300,4,4,661060,2139,2199,2885,1521,140023,707
4205,300,5,4,57937,228,204,290,142,12227,55
4206,300,6,4,385058,1146,1268,1600,826,75941,378
4207,300,7,3,132362,511,514,579,300,28050,136
4208,300,8,4,1346136,4179,4334,5398,2796,269185,1350
4209,300,9,4,11380,49,45,56,35,2686,21
4210,300,10,3,592773,2213,2009,2421,1259,125257,579
4211,300,11,4,435471,1347,1351,1772,997,89881,452
4212,300,12,3,660828,2245,2051,2316,1140,132350,672
4213,300,13,3,710209,2353,2094,2463,1327,143670,705
4214,301,0,4,187899,519,526,657,368,39026,208
4215,301,1,5,105824,265,342,524,302,21782,121
4216,301,2,4,471461,1646,1848,2109,1200,100944,494
4217,301,3,3,17155,53,58,59,31,3249,21
4218,301,4,4,660510,2123,2187,2918,1513,140576,709
4219,301,5,4,57882,223,210,279,138,12296,55
4220,301,6,4,384731,1167,1250,1600,821,76270,378
4221,301,7,4,132221,518,527,578,302,28170,137
4222,301,8,4,1345101,4147,4304,5402,2783,270291,1358
4223,301,9,4,11369,52,43,58,32,2697,21
4224,301,10,3,592134,2267,2100,2427,1247,125757,581
4225,301,11,4,435131,1338,1358,1790,1011,90191,453
4226,301,12,3,660172,2326,2116,2302,1191,132823,676
4227,301,13,3,709537,2402,2184,2486,1340,144167,705
4228,302,0,4,187788,487,530,668,361,39161,209
4229,302,1,5,105764,252,324,511,281,21907,121
4230,302,2,4,471023,1656,1841,2118,1185,101385,495
4231,302,3,3,17139,60,52,59,32,3263,21
4232,302,4,4,659970,2084,2225,2884,1503,141161,712
4233,302,5,4,57828,217,223,283,136,12341,55
4234,302,6,4,384440,1151,1244,1617,814,76573,379
4235,302,7,4,132103,506,536,567,309,28295,137
4236,302,8,4,1344034,4152,4294,5348,2793,271407,1360
4237,302,9,4,11358,50,44,56,34,2709,21
4238,302,10,3,591523,2334,2118,2391,1285,126281,581
4239,302,11,4,434780,1356,1352,1763,999,90569,456
4240,302,12,3,659554,2354,2193,2318,1209,133302,679
4241,302,13,3,708809,2517,2241,2523,1345,144681,707
4242,303,0,4,187641,510,530,666,354,39294,210
4243,303,1,5,105707,253,303,486,285,22005,123
4244,303,2,4,470616,1587,1871,2106,1204,101824,497
4245,303,3,3,17132,55,50,57,35,3276,21
4246,303,4,4,659368,2158,2194,2860,1526,141721,714
4247,303,5,4,57763,229,225,288,127,12396,56
4248,303,6,4,384111,1176,1233,1601,812,76906,381
4249,303,7,4,131987,473,549,581,320,28406,137
4250,303,8,4,1342997,4031,4387,5311,2776,272526,1362
4251,303,9,4,11355,42,44,51,33,2726,21
4252,303,10,3,590863,2375,2258,2377,1273,126786,586
4253,303,11,4,434441,1337,1364,1747,988,90942,459
4254,303,12,3,658889,2398,2303,2295,1259,133786,683
4255,303,13,3,708159,2514,2325,2579,1355,145184,708
4256,304,0,4,187497,517,533,666,350,39432,210
4257,304,1,5,105651,245,292,477,270,22104,124
4258,304,2,4,470206,1553,1850,2148,1227,102224,498
4259,304,3,3,17109,64,48,63,39,3282,21
4260,304,4,4,658813,2124,2261,2834,1485,142310,717
4261,304,5,4,57708,230,215,291,132,12452,57
4262,304,6,4,383787,1196,1259,1578,795,77224,382
4263,304,7,4,131866,464,536,598,335,28517,137
4264,304,8,4,1341965,4006,4379,5306,2751,273621,1364
4265,304,9,4,11351,40,41,50,29,2740,21
4266,304,10,3,590212,2420,2305,2447,1301,127247,589
4267,304,11,4,434090,1334,1358,1751,970,91316,464
4268,304,12,3,658185,2481,2357,2350,1298,134259,684
4269,304,13,3,707481,2553,2399,2622,1385,145676,708
4270,305,0,4,187367,510,532,654,349,39583,210
4271,305,1,5,105591,246,267,479,264,22192,124
4272,305,2,4,469774,1594,1788,2159,1209,102684,503
4273,305,3,3,17097,57,50,66,44,3291,21
4274,305,4,4,658250,2135,2233,2818,1474,142917,718
4275,305,5,4,57669,203,232,272,133,12519,57
4276,305,6,4,383457,1204,1242,1599,788,77549,384
4277,305,7,4,131743,457,512,632,333,28639,137
4278,305,8,4,1340944,3986,4344,5330,2710,274714,1366
4279,305,9,4,11342,39,43,48,26,2753,21
4280,305,10,3,589608,2372,2345,2548,1364,127695,591
4281,305,11,4,433752,1298,1395,1731,966,91677,464
4282,305,12,3,657515,2487,2413,2440,1351,134724,685
4283,305,13,3,706772,2606,2452,2659,1431,146196,709
4284,306,0,4,187248,492,533,641,371,39710,210
4285,306,1,5,105550,213,276,458,260,22282,125
4286,306,2,4,469366,1613,1734,2165,1204,103126,505
4287,306,3,3,17077,64,53,59,43,3309,21
4288,306,4,4,657724,2111,2219,2814,1485,143474,723
4289,306,5,4,57616,190,246,264,138,12574,57
4290,306,6,4,383136,1238,1231,1593,765,77876,384
4291,306,7,4,131623,465,503,609,325,28791,138
4292,306,8,4,1339939,3940,4322,5296,2758,275773,1371
4293,306,9,4,11335,37,44,45,28,2762,21
4294,306,10,3,588915,2437,2374,2557,1428,128221,598
4295,306,11,4,433383,1310,1406,1718,924,92078,465
4296,306,12,3,656861,2449,2515,2476,1389,135240,689
4297,306,13,3,706062,2675,2470,2712,1475,146722,710
4298,307,0,4,187116,486,519,665,366,39843,210
4299,307,1,5,105491,216,268,440,252,22372,126
4300,307,2,4,468944,1606,1709,2183,1209,103557,508
4301,307,3,3,17061,63,60,58,43,3320,21
4302,307,4,4,657154,2128,2240,2787,1475,144043,727
4303,307,5,4,57564,191,238,260,145,12630,58
4304,307,6,4,382833,1234,1251,1565,743,78213,387
4305,307,7,4,131500,459,511,582,325,28939,139
4306,307,8,4,1338873,3932,4310,5282,2806,276825,1375
4307,307,9,4,11328,39,37,46,29,2772,21
4308,307,10,3,588229,2528,2391,2636,1418,128730,599
4309,307,11,4,433026,1348,1385,1710,913,92437,465
4310,307,12,3,656151,2551,2449,2598,1414,135767,692
4311,307,13,3,705296,2729,2588,2755,1479,147269,716
4312,308,0,3,186998,470,523,669,353,39982,211
4313,308,1,4,105437,218,237,435,248,22464,126
4314,308,2,4,468512,1605,1707,2147,1225,104012,512
4315,308,3,4,17041,70,60,61,41,3332,21
4316,308,4,4,656621,2115,2224,2786,1469,144612,733
4317,308,5,4,57512,197,221,262,150,12686,58
4318,308,6,4,382522,1234,1244,1583,747,78509,391
4319,308,7,5,131374,459,505,604,334,29040,139
4320,308,8,4,1337837,3917,4230,5367,2837,277840,1380
4321,308,9,4,11319,35,34,51,30,2782,21
4322,308,10,4,587479,2619,2454,2655,1447,129278,602
4323,308,11,4,432681,1316,1404,1710,925,92783,466
4324,308,12,4,655439,2598,2498,2655,1459,136281,697
4325,308,13,4,704524,2789,2663,2834,1492,147814,718
4326,309,0,3,186812,536,502,658,370,40117,211
4327,309,1,4,105363,240,228,405,240,22563,127
4328,309,2,4,468099,1590,1706,2147,1208,104458,512
4329,309,3,4,17031,63,60,66,42,3343,21
4330,309,4,4,656085,2046,2271,2771,1494,145160,735
4331,309,5,4,57457,201,219,261,141,12749,59
4332,309,6,4,382237,1200,1257,1564,773,78808,392
4333,309,7,5,131287,417,489,629,342,29152,140
4334,309,8,4,1336788,3892,4211,5309,2885,278943,1389
4335,309,9,4,11306,42,35,47,29,2792,21
4336,309,10,4,586922,2466,2529,2731,1471,129813,605
4337,309,11,4,432298,1349,1369,1742,927,93134,468
4338,309,12,4,654900,2497,2546,2703,1453,136831,702
4339,309,13,4,703951,2639,2731,2884,1538,148373,719
4340,310,0,3,186644,551,526,665,357,40252,213
4341,310,1,4,105312,218,240,395,239,22635,128
4342,310,2,4,467693,1598,1731,2098,1172,104916,514
4343,310,3,4,17013,60,59,77,40,3356,21
4344,310,4,4,655514,2074,2257,2780,1478,145724,738
4345,310,5,4,57415,195,221,250,140,12807,59
4346,310,6,4,381945,1231,1216,1562,781,79104,392
4347,310,7,5,131203,390,486,609,338,29290,140
4348,310,8,4,1335703,4008,4154,5289,2869,280005,1397
4349,310,9,4,11296,35,43,51,28,2798,21
4350,310,10,4,586414,2322,2543,2795,1506,130352,607
4351,310,11,4,431953,1340,1374,1725,933,93494,468
4352,310,12,4,654362,2407,2531,2770,1465,137395,703
4353,310,13,4,703298,2599,2768,2914,1550,148987,721
4354,311,0,3,186480,572,520,673,370,40380,213
4355,311,1,4,105238,242,235,386,225,22713,128
4356,311,2,4,467321,1528,1737,2107,1144,105371,516
4357,311,3,4,16996,61,57,76,44,3371,21
4358,311,4,4,654978,2089,2232,2755,1477,146296,742
4359,311,5,4,57356,196,227,262,138,12849,59
4360,311,6,4,381652,1207,1235,1561,769,79415,392
4361,311,7,5,131125,369,451,614,348,29409,140
4362,311,8,4,1334685,3987,4175,5263,2861,281057,1400
4363,311,9,4,11289,32,44,49,28,2809,21
4364,311,10,4,585881,2250,2509,2845,1515,130932,607
4365,311,11,4,431634,1339,1336,1718,952,93840,472
4366,311,12,4,653793,2387,2479,2838,1472,137961,706
4367,311,13,4,702631,2599,2752,2963,1600,149571,726
4368,312,0,3,186315,585,543,663,377,40512,215
4369,312,1,4,105177,243,229,368,227,22795,128
4370,312,2,4,466888,1549,1678,2119,1148,105826,519
4371,312,3,4,16975,64,59,75,44,3388,21
4372,312,4,4,654440,2107,2187,2750,1482,146861,743
4373,312,5,4,57310,192,228,258,136,12904,60
4374,312,6,4,381345,1213,1235,1566,759,79721,393
4375,312,7,5,131054,345,440,600,339,29538,140
4376,312,8,4,1333671,3955,4189,5247,2855,282111,1408
4377,312,9,4,11279,33,40,53,30,2816,21
4378,312,10,4,585330,2226,2474,2835,1560,131507,609
4379,312,11,4,431284,1321,1362,1726,938,94188,472
4380,312,12,4,653216,2328,2479,2911,1504,138492,708
4381,312,13,4,702023,2527,2797,2996,1625,150148,728
4382,313,0,3,186147,615,550,663,376,40644,216
4383,313,1,4,105108,247,240,358,200,22886,129
4384,313,2,4,466519,1495,1699,2102,1152,106241,521
4385,313,3,4,16964,54,72,70,45,3400,21
4386,313,4,4,653934,2080,2194,2734,1471,147414,746
4387,313,5,4,57257,189,215,267,142,12958,60
4388,313,6,4,381062,1157,1275,1538,750,80057,396
4389,313,7,5,130980,331,422,583,339,29661,141
4390,313,8,4,1332624,3934,4201,5254,2855,283160,1411
4391,313,9,4,11269,35,34,54,31,2828,21
4392,313,10,4,584811,2156,2436,2877,1579,132073,614
4393,313,11,4,430969,1247,1390,1713,944,94556,474
4394,313,12,4,652679,2254,2483,2918,1510,139086,711
4395,313,13,4,701404,2480,2762,3105,1604,150761,730
4396,314,0,3,185978,614,578,668,378,40779,217
4397,314,1,4,105044,239,247,360,197,22952,129
4398,314,2,4,466110,1534,1646,2113,1164,106641,523
4399,314,3,4,16951,53,61,72,46,3422,21
4400,314,4,4,653409,2059,2193,2708,1483,147975,750
4401,314,5,4,57202,176,230,272,143,13005,60
4402,314,6,4,380786,1125,1244,1559,785,80340,397
4403,314,7,5,130899,313,414,563,328,29799,141
4404,314,8,4,1331581,3993,4110,5296,2883,284165,1418
4405,314,9,4,11250,43,35,52,33,2838,21
4406,314,10,4,584259,2144,2420,2888,1595,132626,618
4407,314,11,4,430648,1220,1372,1746,937,94896,476
4408,314,12,4,652125,2271,2390,2956,1509,139679,717
4409,314,13,4,700774,2485,2667,3167,1655,151368,731
4410,315,0,3,185815,624,576,691,384,40905,219
4411,315,1,4,104975,257,226,363,191,23027,130
4412,315,2,4,465688,1569,1650,2088,1135,107078,525
4413,315,3,4,16931,56,64,72,44,3438,21
4414,315,4,4,652887,2013,2250,2696,1474,148507,752
4415,315,5,5,57140,193,216,285,141,13053,60
4416,315,6,4,380458,1158,1201,1603,775,80644,399
4417,315,7,5,130830,302,377,557,333,29917,141
4418,315,8,4,1330518,3966,4156,5272,2868,285248,1424
4419,315,9,4,11241,45,35,53,31,2846,21
4420,315,10,5,583714,2137,2372,2881,1600,133228,619
4421,315,11,4,430290,1239,1363,1735,943,95249,477
4422,315,12,5,651549,2263,2367,2951,1550,140250,720
4423,315,13,5,700183,2482,2567,3135,1727,152022,732
4424,316,0,3,185622,661,585,687,400,41040,219
4425,316,1,4,104908,258,236,344,181,23112,132
4426,316,2,4,465279,1573,1651,2067,1122,107516,529
4427,316,3,4,16915,57,62,78,41,3452,21
4428,316,4,4,652326,2031,2207,2707,1505,149051,756
4429,316,5,5,57100,179,206,284,141,13118,61
4430,316,6,4,380156,1171,1202,1567,795,80948,401
4431,316,7,5,130754,297,363,549,338,30015,142
4432,316,8,4,1329468,3995,4154,5253,2850,286308,1429
4433,316,9,4,11234,45,30,55,29,2858,21
4434,316,10,5,583335,1966,2358,2901,1575,133797,620
4435,316,11,4,429910,1300,1333,1745,939,95592,482
4436,316,12,5,651169,2024,2414,2909,1535,140879,721
4437,316,13,5,699794,2184,2578,3136,1712,152712,735
4438,317,0,3,185415,726,584,682,398,41190,220
4439,317,1,4,104845,261,245,336,159,23193,132
4440,317,2,4,464896,1542,1661,2033,1137,107939,531
4441,317,3,4,16897,60,54,84,41,3469,21
4442,317,4,4,651767,2044,2220,2697,1494,149605,760
4443,317,5,5,57064,167,203,278,129,13187,62
4444,317,6,4,379864,1136,1226,1562,778,81273,401
4445,317,7,5,130683,268,378,534,328,30125,142
4446,317,8,4,1328430,3982,4154,5281,2814,287367,1435
4447,317,9,4,11217,52,38,46,26,2872,21
4448,317,10,5,582994,1819,2269,2889,1588,134373,624
4449,317,11,4,429552,1315,1347,1694,930,95981,482
4450,317,12,5,650795,1883,2347,2918,1521,141466,722
4451,317,13,5,699390,2012,2508,3124,1700,153382,740
4452,318,0,3,185229,729,629,676,393,41339,223
4453,318,1,4,104784,268,231,340,161,23255,132
4454,318,2,4,464519,1497,1681,1977,1152,108382,533
4455,318,3,4,16887,56,55,82,38,3487,21
4456,318,4,4,651213,2094,2189,2668,1495,150168,763
4457,318,5,5,57027,161,189,275,139,13237,62
4458,318,6,4,379557,1156,1188,1546,801,81591,401
4459,318,7,5,130620,247,366,518,321,30244,142
4460,318,8,4,1327404,3942,4181,5238,2811,288452,1445
4461,318,9,4,11207,44,42,41,29,2888,21
4462,318,10,5,582622,1698,2213,2888,1574,134937,631
4463,318,11,4,429222,1285,1372,1668,912,96360,483
4464,318,12,5,650397,1783,2274,2932,1477,142067,724
4465,318,13,5,699012,1826,2418,3140,1709,154011,745
4466,319,0,3,185029,741,651,678,406,41490,223
4467,319,1,4,104710,273,248,338,152,23318,132
4468,319,2,4,464091,1560,1627,1967,1151,108812,534
4469,319,3,4,16877,51,58,72,34,3513,21
4470,319,4,4,650680,2050,2240,2623,1511,150723,767
4471,319,5,5,56996,156,183,267,137,13289,62
4472,319,6,4,379277,1140,1194,1547,779,81902,403
4473,319,7,5,130552,237,355,504,315,30353,142
4474,319,8,4,1326373,3935,4190,5185,2798,289547,1450
4475,319,9,4,11197,43,45,40,23,2903,21
4476,319,10,5,582260,1611,2100,2868,1550,135543,633
4477,319,11,4,428900,1298,1368,1636,891,96726,484
4478,319,12,5,650040,1670,2172,2927,1497,142624,726
4479,319,13,5,698648,1703,2298,3113,1685,154669,747
4480,320,0,3,184827,757,666,690,418,41637,223
4481,320,1,4,104659,243,259,340,155,23383,132
4482,320,2,4,463729,1510,1642,1979,1141,109207,537
4483,320,3,4,16869,45,57,72,34,3528,21
4484,320,4,4,650167,2030,2209,2648,1516,151257,772
4485,320,5,5,56966,137,184,259,132,13350,62
4486,320,6,4,378999,1102,1203,1559,769,82207,403
4487,320,7,5,130492,249,312,506,298,30459,143
4488,320,8,4,1325267,3992,4171,5225,2807,290566,1453
4489,320,9,4,11184,44,49,33,21,2920,21
4490,320,10,5,581915,1494,2057,2848,1523,136095,635
4491,320,11,4,428556,1310,1363,1656,887,97047,485
4492,320,12,5,649651,1601,2037,2923,1504,143214,733
4493,320,13,5,698285,1630,2168,3040,1656,155337,751
4494,321,0,3,184627,763,687,711,427,41780,224
4495,321,1,4,104591,242,265,350,148,23443,132
4496,321,2,4,463385,1463,1606,1989,1145,109620,542
4497,321,3,4,16864,39,56,72,37,3537,21
4498,321,4,4,649672,1994,2188,2654,1495,151824,773
4499,321,5,5,56936,139,156,261,134,13402,62
4500,321,6,4,378691,1146,1164,1541,777,82520,406
4501,321,7,5,130432,246,280,497,282,30579,144
4502,321,8,4,1324260,3984,4164,5193,2802,291625,1456
4503,321,9,4,11176,34,59,34,22,2926,21
4504,321,10,5,581543,1499,1902,2790,1512,136686,638
4505,321,11,4,428216,1316,1362,1665,894,97366,486
4506,321,12,5,649272,1546,1954,2863,1459,143836,736
4507,321,13,5,697926,1562,2044,2984,1634,155966,754
4508,322,0,4,184429,773,708,727,438,41920,225
4509,322,1,3,104517,250,260,352,149,23511,132
4510,322,2,4,463005,1470,1561,2020,1127,110025,542
4511,322,3,4,16845,49,48,71,40,3552,21
4512,322,4,4,649156,2003,2161,2639,1478,152390,777
4513,322,5,5,56901,139,162,246,119,13461,62
4514,322,6,4,378372,1156,1187,1535,760,82829,407
4515,322,7,3,130370,244,268,483,270,30681,144
4516,322,8,4,1323250,3965,4146,5187,2800,292680,1459
4517,322,9,3,11164,38,49,41,25,2934,21
4518,322,10,4,581225,1432,1806,2690,1466,137313,642
4519,322,11,4,427857,1345,1379,1624,891,97723,489
4520,322,12,4,648923,1486,1887,2774,1424,144436,740
4521,322,13,4,697557,1539,1921,2953,1591,156555,758
4522,323,0,4,184249,760,725,759,429,42073,226
4523,323,1,3,104437,267,255,328,151,23601,132
4524,323,2,4,462651,1458,1575,1996,1112,110416,543
4525,323,3,4,16828,51,49,70,44,3563,21
4526,323,4,4,648679,1960,2172,2644,1441,152931,781
4527,323,5,5,56872,123,163,240,119,13511,63
4528,323,6,4,378090,1140,1169,1542,754,83144,409
4529,323,7,3,130269,281,263,467,261,30775,144
4530,323,8,4,1322271,3883,4169,5167,2798,293740,1465
4531,323,9,3,11156,30,48,49,25,2943,21
4532,323,10,4,580780,1513,1713,2616,1446,137864,644
4533,323,11,4,427537,1281,1412,1652,893,98044,492
4534,323,12,4,648408,1591,1833,2681,1395,145022,744
4535,323,13,4,696996,1704,1862,2871,1551,157132,759
4536,324,0,4,184088,756,711,789,438,42213,228
4537,324,1,3,104362,273,253,337,148,23666,134
4538,324,2,4,462240,1479,1549,2027,1107,110806,545
4539,324,3,4,16810,57,47,70,40,3581,21
4540,324,4,4,648186,1941,2125,2664,1463,153448,785
4541,324,5,5,56847,113,159,231,126,13552,63
4542,324,6,4,377838,1113,1143,1544,761,83440,412
4543,324,7,3,130155,327,273,430,241,30890,144
4544,324,8,4,1321274,3861,4175,5136,2786,294796,1467
4545,324,9,3,11147,30,45,56,26,2947,21
4546,324,10,4,580328,1612,1606,2613,1417,138356,647
4547,324,11,4,427196,1301,1376,1694,902,98350,494
4548,324,12,4,647922,1657,1787,2639,1365,145560,746
4549,324,13,4,696465,1772,1889,2765,1488,157737,765
4550,325,0,4,183932,710,747,794,434,42378,230
4551,325,1,3,104277,290,258,337,150,23727,135
4552,325,2,4,461839,1465,1575,1988,1109,111232,548
4553,325,3,4,16797,51,52,75,40,3590,21
4554,325,4,4,647635,1951,2116,2677,1459,153989,788
4555,325,5,5,56817,108,149,222,128,13604,63
4556,325,6,4,377543,1106,1161,1506,760,83763,414
4557,325,7,3,130061,350,267,429,236,30973,144
4558,325,8,4,1320226,3856,4213,5104,2797,295832,1472
4559,325,9,3,11134,38,43,56,21,2959,21
4560,325,10,4,579872,1678,1597,2528,1381,138876,650
4561,325,11,4,426857,1321,1358,1686,891,98706,495
4562,325,12,4,647437,1735,1750,2599,1321,146088,748
4563,325,13,4,695913,1837,1901,2729,1425,158311,768
4564,326,0,4,183772,692,755,816,432,42528,230
4565,326,1,3,104202,299,265,332,154,23787,137
4566,326,2,4,461444,1467,1580,1943,1109,111665,550
4567,326,3,4,16779,56,51,75,42,3602,21
4568,326,4,4,647217,1876,2060,2669,1468,154537,789
4569,326,5,5,56780,113,148,217,127,13643,64
4570,326,6,4,377259,1098,1145,1510,745,84082,417
4571,326,7,3,129962,364,294,406,224,31066,144
4572,326,8,4,1319225,3870,4165,5094,2786,296888,1476
4573,326,9,3,11116,49,45,49,23,2969,21
4574,326,10,4,579452,1655,1650,2465,1336,139374,655
4575,326,11,4,426523,1316,1360,1701,895,99024,498
4576,326,12,4,646936,1813,1761,2571,1282,146567,750
4577,326,13,4,695403,1845,1930,2664,1409,158865,770
4578,327,0,4,183623,640,768,833,436,42695,232
4579,327,1,3,104120,304,279,331,159,23846,138
4580,327,2,4,461054,1489,1569,1917,1117,112062,553
4581,327,3,4,16762,59,55,68,39,3622,22
4582,327,4,4,646696,1907,2050,2675,1454,155045,796
4583,327,5,5,56749,118,139,216,121,13685,65
4584,327,6,4,376988,1062,1186,1483,718,84402,421
4585,327,7,3,129851,380,309,405,214,31157,145
4586,327,8,4,1318266,3785,4201,5121,2702,297953,1482
4587,327,9,3,11106,41,46,50,25,2983,21
4588,327,10,4,579036,1618,1695,2396,1303,139884,657
4589,327,11,4,426216,1295,1365,1667,888,99388,499
4590,327,12,4,646473,1805,1787,2523,1266,147076,753
4591,327,13,4,694910,1839,1951,2664,1368,159384,773
4592,328,0,4,183455,642,752,847,444,42855,232
4593,328,1,3,104039,319,273,335,156,23917,139
4594,328,2,4,460688,1484,1554,1919,1094,112469,557
4595,328,3,4,16751,58,48,73,35,3640,22
4596,328,4,4,646195,1936,2003,2680,1433,155580,798
