,day,jurisdiction,NPI,S,E,P,I,A,R,D
1275,91,1,2,127523,433,326,215,126,416,2
1276,91,2,5,560176,1699,1967,2629,1379,11358,51
1277,91,3,0,20583,8,2,2,4,6,0
1278,91,4,5,784299,2588,3055,3926,2063,13896,75
1279,91,5,5,68979,279,262,318,153,1037,5
1280,91,6,5,452984,1886,1944,2058,1079,5888,22
1281,91,7,4,157698,611,695,749,368,2195,14
1282,91,8,5,1581210,6677,6933,7395,3878,25935,136
1283,91,9,0,14194,19,10,12,8,8,0
1284,91,10,5,702833,3000,3162,3425,1776,11736,56
1285,91,11,5,514525,1440,1599,2171,1151,9933,56
1286,91,12,5,776257,3641,3815,3990,2107,11120,54
1287,91,13,5,832730,2693,3352,4242,2296,16803,86
1288,92,0,5,221816,829,924,1057,531,3838,28
1289,92,1,2,127406,430,367,236,141,459,2
1290,92,2,5,559777,1643,1951,2592,1353,11892,56
1291,92,3,0,20576,13,2,1,3,10,0
1292,92,4,5,783665,2521,3019,3858,2069,14695,80
1293,92,5,5,68935,255,265,320,167,1086,5
1294,92,6,5,452631,1726,1986,2111,1120,6265,23
1295,92,7,4,157508,648,687,763,371,2339,14
1296,92,8,5,1580008,6093,7058,7497,3926,27446,150
1297,92,9,0,14187,21,13,10,9,11,0
1298,92,10,5,702267,2779,3184,3512,1788,12402,60
1299,92,11,5,514194,1397,1575,2145,1143,10365,58
1300,92,12,5,775621,3354,3773,4090,2185,11907,60
1301,92,13,5,832064,2627,3256,4222,2262,17685,92
1302,93,0,5,221647,790,875,1068,562,4053,29
1303,93,1,2,127253,448,416,265,156,501,2
1304,93,2,5,559376,1585,1926,2552,1327,12442,57
1305,93,3,0,20576,12,2,1,2,12,0
1306,93,4,5,783077,2456,2893,3864,2062,15475,83
1307,93,5,5,68886,239,267,318,164,1154,5
1308,93,6,5,452254,1680,1914,2147,1146,6698,29
1309,93,7,4,157344,626,715,766,384,2481,14
1310,93,8,5,1578760,5770,6824,7680,4054,28940,158
1311,93,9,0,14176,30,12,12,9,12,0
1312,93,10,5,701690,2659,3064,3574,1826,13119,61
1313,93,11,5,513865,1391,1520,2125,1121,10797,59
1314,93,12,5,774937,3176,3713,4167,2223,12714,65
1315,93,13,5,831481,2529,3124,4226,2221,18535,98
1316,94,0,5,221484,772,851,1048,552,4288,30
1317,94,1,2,127102,465,445,301,167,559,2
1318,94,2,5,558967,1558,1915,2441,1326,13001,57
1319,94,3,0,20574,12,4,1,2,12,0
1320,94,4,5,782527,2380,2786,3822,2029,16283,89
1321,94,5,5,68821,228,269,335,161,1214,5
1322,94,6,5,451924,1591,1865,2187,1143,7129,33
1323,94,7,4,157161,654,675,782,407,2637,15
1324,94,8,5,1577515,5542,6665,7742,4138,30426,165
1325,94,9,0,14166,30,19,12,8,16,0
1326,94,10,5,701144,2513,2977,3609,1851,13838,65
1327,94,11,5,513515,1355,1533,2075,1099,11242,61
1328,94,12,5,774283,2991,3649,4157,2265,13585,73
1329,94,13,5,830818,2539,2988,4179,2204,19388,104
1330,95,0,5,221316,761,830,1047,540,4501,30
1331,95,1,2,126941,495,485,315,180,623,2
1332,95,2,5,558605,1524,1824,2422,1314,13519,58
1333,95,3,0,20570,14,5,1,1,14,0
1334,95,4,5,781951,2366,2676,3789,2017,17028,92
1335,95,5,5,68769,223,244,347,152,1293,5
1336,95,6,5,451574,1560,1777,2217,1145,7566,35
1337,95,7,4,156972,683,654,806,403,2798,15
1338,95,8,5,1576232,5364,6511,7770,4180,31971,172
1339,95,9,0,14152,40,18,16,6,19,0
1340,95,10,5,700607,2405,2875,3584,1899,14562,73
1341,95,11,5,513179,1346,1509,2017,1063,11705,63
1342,95,12,5,773676,2818,3441,4235,2329,14431,76
1343,95,13,5,830195,2473,2943,4118,2157,20230,109
1344,96,0,5,221169,732,797,1038,560,4699,32
1345,96,1,2,126779,534,487,348,196,695,2
1346,96,2,5,558234,1502,1762,2413,1284,14013,60
1347,96,3,0,20567,13,6,4,1,14,0
1348,96,4,5,781415,2273,2634,3741,1994,17770,97
1349,96,5,5,68726,199,261,333,156,1353,5
1350,96,6,5,451211,1520,1779,2208,1123,7998,35
1351,96,7,4,156788,700,652,800,404,2972,15
1352,96,8,5,1574935,5218,6349,7795,4206,33525,183
1353,96,9,0,14143,39,24,16,6,23,0
1354,96,10,5,700099,2297,2724,3637,1897,15278,78
1355,96,11,5,512834,1320,1528,1973,1037,12127,67
1356,96,12,5,773043,2731,3297,4227,2277,15355,80
1357,96,13,5,829586,2418,2863,4057,2118,21074,112
1358,97,0,5,221010,678,805,1032,554,4916,33
1359,97,1,2,126575,599,500,384,208,773,2
1360,97,2,5,557864,1496,1691,2388,1250,14519,62
1361,97,3,0,20565,10,9,6,1,14,0
1362,97,4,5,780839,2298,2504,3702,1979,18505,101
1363,97,5,5,68680,198,241,338,153,1418,6
1364,97,6,5,450875,1473,1713,2232,1102,8444,37
1365,97,7,4,156604,679,687,806,400,3140,15
1366,97,8,5,1573731,4999,6173,7806,4221,35098,195
1367,97,9,0,14134,41,24,18,7,27,0
1368,97,10,5,699568,2224,2619,3636,1898,15987,82
1369,97,11,5,512551,1249,1477,1960,1032,12550,69
1370,97,12,5,772405,2683,3151,4258,2232,16201,82
1371,97,13,5,828961,2438,2755,3976,2071,21915,119
1372,98,0,5,220884,629,800,1025,535,5122,34
1373,98,1,3,126392,647,523,411,211,855,3
1374,98,2,5,557531,1432,1652,2373,1237,14983,64
1375,98,3,0,20560,13,7,6,4,15,0
1376,98,4,5,780276,2269,2415,3637,1977,19253,103
1377,98,5,5,68634,203,232,324,159,1476,6
1378,98,6,5,450532,1431,1680,2202,1129,8865,38
1379,98,7,5,156440,671,695,783,415,3312,17
1380,98,8,5,1572531,4960,5860,7815,4172,36690,204
1381,98,9,2,14120,45,28,18,10,30,0
1382,98,10,5,699039,2174,2548,3577,1880,16714,86
1383,98,11,4,512250,1206,1443,1944,1037,12939,70
1384,98,12,5,771760,2651,3030,4180,2256,17053,85
1385,98,13,5,828376,2357,2736,3865,1994,22788,126
1386,99,0,5,220721,648,755,1002,521,5348,35
1387,99,1,3,126258,601,569,443,237,931,3
1388,99,2,5,557180,1428,1604,2340,1202,15454,64
1389,99,3,0,20553,17,8,8,3,16,0
1390,99,4,5,779756,2191,2412,3573,1903,19992,109
1391,99,5,5,68578,214,219,334,151,1532,6
1392,99,6,5,450193,1395,1622,2200,1117,9312,43
1393,99,7,5,156322,613,693,798,441,3449,18
1394,99,8,5,1571426,4714,5779,7694,4128,38287,213
1395,99,9,2,14116,33,36,20,12,34,0
1396,99,10,5,698519,2107,2513,3512,1852,17429,91
1397,99,11,4,511828,1319,1364,1905,1039,13364,71
1398,99,12,5,771097,2603,3002,4104,2213,17911,87
1399,99,13,5,827814,2322,2681,3790,1942,23567,129
1400,100,0,5,220579,623,737,1011,512,5533,35
1401,100,1,3,126078,615,589,505,244,1008,3
1402,100,2,5,556823,1394,1621,2268,1164,15938,68
1403,100,3,0,20546,21,10,6,3,19,0
1404,100,4,5,779208,2170,2368,3491,1854,20736,118
1405,100,5,5,68534,210,210,329,147,1598,6
1406,100,6,5,449884,1353,1580,2177,1083,9762,45
1407,100,7,5,156196,576,700,796,443,3605,19
1408,100,8,5,1570273,4625,5601,7601,4057,39871,225
1409,100,9,2,14108,33,32,29,14,35,0
1410,100,10,5,698013,2049,2438,3454,1843,18135,92
1411,100,11,4,511382,1416,1369,1905,1026,13721,72
1412,100,12,5,770489,2548,2895,4043,2163,18792,91
1413,100,13,5,827265,2256,2633,3708,1879,24375,131
1414,101,0,5,220423,627,709,1016,484,5736,35
1415,101,1,3,125915,615,608,556,262,1083,3
1416,101,2,5,556466,1358,1578,2240,1170,16396,69
1417,101,3,0,20543,22,8,10,2,20,0
1418,101,4,5,778620,2175,2390,3387,1794,21461,124
1419,101,5,5,68485,217,192,324,152,1658,6
1420,101,6,5,449558,1345,1545,2145,1087,10159,48
1421,101,7,5,156067,567,660,817,437,3768,21
1422,101,8,5,1569053,4678,5360,7532,3958,41447,231
1423,101,9,2,14098,33,36,29,16,39,0
1424,101,10,5,697490,2023,2365,3441,1817,18796,94
1425,101,11,4,510957,1468,1409,1881,1006,14098,76
1426,101,12,5,769931,2465,2834,3975,2101,19624,94
1427,101,13,5,826722,2229,2557,3648,1843,25117,134
1428,102,0,5,220289,582,729,988,478,5929,37
1429,102,1,3,125739,627,629,573,282,1189,4
1430,102,2,5,556127,1332,1554,2215,1157,16823,72
1431,102,3,0,20533,29,8,9,4,22,0
1432,102,4,5,778118,2065,2408,3316,1777,22143,132
1433,102,5,5,68434,214,197,312,145,1726,6
1434,102,6,5,449220,1326,1526,2133,1067,10567,50
1435,102,7,5,155929,556,627,821,443,3940,21
1436,102,8,5,1567958,4552,5243,7352,3892,43031,241
1437,102,9,2,14084,38,40,27,16,46,0
1438,102,10,5,696918,2093,2276,3333,1796,19516,98
1439,102,11,4,510494,1529,1452,1834,1017,14493,77
1440,102,12,5,769354,2415,2772,3950,2053,20386,96
1441,102,13,5,826222,2175,2466,3600,1808,25845,139
1442,103,0,5,220158,552,715,992,485,6093,39
1443,103,1,3,125531,654,637,611,299,1307,5
1444,103,2,5,555820,1291,1516,2201,1144,17236,73
1445,103,3,0,20525,26,17,10,4,23,0
1446,103,4,5,777651,2007,2306,3305,1775,22783,132
1447,103,5,5,68385,204,200,317,144,1778,6
1448,103,6,5,448893,1311,1485,2094,1068,10988,51
1449,103,7,5,155809,538,603,798,453,4115,22
1450,103,8,5,1566892,4429,5139,7162,3846,44560,247
1451,103,9,2,14071,39,45,29,16,51,0
1452,103,10,5,696432,2035,2211,3294,1774,20186,101
1453,103,11,4,510060,1538,1537,1833,1003,14848,77
1454,103,12,5,768779,2344,2711,3833,2048,21215,100
1455,103,13,5,825675,2101,2458,3547,1810,26525,141
1456,104,0,5,220014,562,677,968,482,6292,40
1457,104,1,3,125304,701,663,620,316,1435,7
1458,104,2,5,555501,1256,1487,2177,1130,17657,75
1459,104,3,0,20518,29,18,12,4,24,0
1460,104,4,5,777182,1941,2239,3242,1771,23452,135
1461,104,5,5,68343,194,200,312,134,1845,6
1462,104,6,5,448587,1273,1443,2085,1068,11383,55
1463,104,7,5,155711,492,598,764,456,4295,22
1464,104,8,5,1565888,4201,5136,7064,3776,45963,253
1465,104,9,2,14060,41,41,36,18,55,0
1466,104,10,5,695962,1960,2213,3253,1699,20845,101
1467,104,11,4,509613,1573,1580,1831,992,15230,77
1468,104,12,5,768196,2344,2617,3747,2024,22002,103
1469,104,13,5,825142,2120,2384,3527,1744,27199,145
1470,105,0,5,219882,544,653,961,490,6465,40
1471,105,1,5,125074,757,698,627,312,1571,7
1472,105,2,5,555174,1270,1434,2163,1100,18067,77
1473,105,3,1,20512,27,20,18,4,24,0
1474,105,4,5,776672,1931,2177,3213,1713,24121,139
1475,105,5,5,68306,196,191,304,119,1912,6
1476,105,6,5,448288,1249,1429,2033,1038,11802,56
1477,105,7,5,155597,471,584,766,437,4461,22
1478,105,8,5,1564809,4179,4938,6979,3749,47374,258
1479,105,9,4,14041,45,49,40,19,57,0
1480,105,10,5,695478,1923,2230,3155,1671,21475,103
1481,105,11,4,509174,1635,1568,1839,1010,15593,78
1482,105,12,5,767646,2293,2603,3647,1966,22775,105
1483,105,13,5,824626,2073,2348,3386,1757,27926,145
1484,106,0,5,219719,569,633,925,491,6658,40
1485,106,1,5,124976,660,722,652,320,1709,7
1486,106,2,5,554854,1232,1434,2118,1098,18472,78
1487,106,3,1,20507,28,19,21,4,26,0
1488,106,4,5,776154,1937,2120,3199,1668,24749,142
1489,106,5,5,68255,195,191,295,122,1970,6
1490,106,6,5,448009,1206,1384,2019,1026,12195,61
1491,106,7,5,155495,448,541,768,426,4638,23
1492,106,8,5,1563756,4127,4879,6812,3640,48814,262
1493,106,9,4,14030,45,53,41,18,64,0
1494,106,10,5,695000,1879,2190,3097,1657,22109,107
1495,106,11,4,508744,1649,1565,1885,998,15978,80
1496,106,12,5,767067,2257,2577,3575,1946,23508,109
1497,106,13,5,824164,2043,2263,3352,1706,28588,149
1498,107,0,5,219562,593,612,876,506,6846,40
1499,107,1,5,124846,611,712,689,356,1825,8
1500,107,2,5,554531,1236,1416,2095,1078,18852,79
1501,107,3,1,20501,20,30,19,4,31,1
1502,107,4,5,775665,1919,2102,3146,1600,25395,143
1503,107,5,5,68200,198,199,290,122,2019,6
1504,107,6,5,447723,1176,1381,1974,998,12587,61
1505,107,7,5,155373,462,510,742,412,4817,24
1506,107,8,5,1562739,4081,4738,6637,3581,50252,271
1507,107,9,4,14022,43,53,43,19,71,0
1508,107,10,5,694562,1824,2155,3015,1595,22781,108
1509,107,11,4,508335,1622,1598,1945,989,16330,82
1510,107,12,5,766529,2193,2570,3548,1870,24220,111
1511,107,13,5,823698,1963,2268,3261,1682,29244,154
1512,108,0,5,219423,574,615,816,502,7065,40
1513,108,1,5,124723,542,720,736,360,1958,8
1514,108,2,5,554222,1220,1389,2053,1051,19273,81
1515,108,3,1,20489,27,28,21,6,34,1
1516,108,4,5,775229,1898,2079,3041,1570,26010,147
1517,108,5,5,68154,195,199,279,125,2076,6
1518,108,6,5,447442,1147,1320,1961,1004,12965,65
1519,108,7,5,155261,469,481,745,403,4957,26
1520,108,8,5,1561722,4039,4610,6486,3529,51642,274
1521,108,9,4,14011,46,50,43,19,82,0
1522,108,10,5,694141,1780,2073,2938,1577,23423,111
1523,108,11,4,507871,1678,1603,1899,1042,16726,84
1524,108,12,5,766008,2179,2488,3515,1831,24909,116
1525,108,13,5,823195,1947,2234,3174,1669,29897,155
1526,109,0,5,219322,505,643,820,476,7229,40
1527,109,1,5,124602,541,641,776,377,2102,8
1528,109,2,5,553940,1190,1386,1973,1007,19712,85
1529,109,3,1,20480,26,29,22,10,38,1
1530,109,4,5,774780,1864,2034,2978,1562,26609,150
1531,109,5,5,68111,192,203,276,120,2126,6
1532,109,6,5,447142,1157,1271,1914,999,13356,68
1533,109,7,5,155170,435,496,722,390,5103,26
1534,109,8,5,1560790,3917,4511,6338,3462,53010,280
1535,109,9,4,13998,46,50,48,22,87,0
1536,109,10,5,693702,1763,2040,2886,1541,24000,116
1537,109,11,4,507444,1710,1585,1930,1038,17112,86
1538,109,12,5,765477,2154,2441,3436,1803,25619,119
1539,109,13,5,822729,1868,2205,3138,1616,30560,160
1540,110,0,5,219181,486,649,822,469,7388,40
1541,110,1,5,124496,490,623,781,371,2278,9
1542,110,2,5,553636,1193,1336,1938,1004,20101,88
1543,110,3,1,20471,27,31,23,12,41,2
1544,110,4,5,774354,1831,2043,2906,1507,27186,152
1545,110,5,5,68077,184,198,272,131,2166,7
1546,110,6,5,446831,1171,1250,1847,990,13750,71
1547,110,7,5,155067,408,511,718,380,5232,26
1548,110,8,5,1559813,3919,4397,6176,3425,54298,284
1549,110,9,4,13981,53,50,51,21,95,0
1550,110,10,5,693286,1687,2022,2791,1513,24633,122
1551,110,11,4,506984,1728,1649,1902,1021,17535,88
1552,110,12,5,764998,2106,2369,3376,1771,26310,124
1553,110,13,5,822268,1861,2113,3079,1588,31207,164
1554,111,0,5,219047,506,616,810,451,7565,40
1555,111,1,5,124391,464,608,762,378,2436,9
1556,111,2,5,553332,1186,1337,1918,979,20456,90
1557,111,3,1,20461,30,28,26,15,45,2
1558,111,4,5,773919,1823,1966,2867,1518,27734,157
1559,111,5,5,68032,173,207,275,121,2220,7
1560,111,6,5,446553,1136,1277,1804,952,14117,72
1561,111,7,5,154955,406,489,717,374,5375,26
1562,111,8,5,1558874,3882,4280,6068,3358,55566,291
1563,111,9,4,13975,50,37,60,22,107,0
1564,111,10,5,692864,1694,1945,2753,1501,25175,123
1565,111,11,4,506490,1784,1692,1899,1021,17933,89
1566,111,12,5,764491,2079,2333,3262,1719,27046,127
1567,111,13,5,821796,1840,2062,3050,1551,31817,167
1568,112,0,3,218930,491,590,807,459,7718,41
1569,112,1,5,124260,486,559,771,375,2588,10
1570,112,2,3,553090,1097,1322,1879,975,20845,93
1571,112,3,2,20446,30,38,27,16,48,2
1572,112,4,3,773487,1788,1940,2811,1484,28317,159
1573,112,5,3,67992,163,200,273,133,2267,7
1574,112,6,4,446297,1113,1261,1718,939,14511,73
1575,112,7,4,154848,402,467,730,372,5497,28
1576,112,8,4,1557983,3757,4238,5954,3271,56825,297
1577,112,9,3,13965,46,41,62,22,115,0
1578,112,10,4,692422,1658,1915,2740,1479,25718,125
1579,112,11,4,506062,1738,1749,1942,1013,18315,91
1580,112,12,4,764022,2021,2275,3216,1694,27702,131
1581,112,13,4,821327,1846,2026,2975,1532,32410,171
1582,113,0,3,218706,581,578,780,467,7883,42
1583,113,1,5,124143,468,560,761,359,2748,12
1584,113,2,3,552563,1364,1256,1863,938,21224,94
1585,113,3,2,20436,33,36,31,15,54,2
1586,113,4,3,772608,2201,1925,2747,1464,28882,161
1587,113,5,3,67905,210,198,269,125,2321,7
1588,113,6,4,445919,1199,1245,1689,939,14848,74
1589,113,7,4,154698,446,466,703,359,5644,28
1590,113,8,4,1556710,4084,4130,5868,3195,58041,301
1591,113,9,3,13948,46,47,63,19,128,0
1592,113,10,4,691764,1896,1897,2633,1422,26320,127
1593,113,11,4,505642,1667,1805,1979,1050,18676,92
1594,113,12,4,763350,2194,2208,3179,1646,28353,132
1595,113,13,4,820681,2022,1960,2945,1511,32997,173
1596,114,0,3,218488,650,580,763,469,8045,42
1597,114,1,5,124046,448,527,758,364,2896,14
1598,114,2,3,552046,1540,1274,1817,932,21599,94
1599,114,3,2,20424,34,36,36,15,60,2
1600,114,4,3,771819,2441,1986,2680,1464,29437,162
1601,114,5,3,67820,234,201,270,136,2367,7
1602,114,6,4,445521,1298,1207,1662,917,15234,78
1603,114,7,4,154548,479,470,687,356,5776,28
1604,114,8,4,1555371,4299,4242,5761,3089,59266,310
1605,114,9,3,13934,53,39,68,23,134,0
1606,114,10,4,691180,1999,1928,2575,1397,26853,130
1607,114,11,4,505178,1698,1793,1989,1066,19095,93
1608,114,12,4,762671,2313,2227,3087,1655,28977,134
1609,114,13,4,820043,2156,1975,2868,1485,33589,175
1610,115,0,3,218262,701,614,762,463,8193,43
1611,115,1,5,123935,438,527,723,350,3066,14
1612,115,2,3,551528,1649,1365,1801,916,21949,95
1613,115,3,2,20412,39,37,37,15,65,2
1614,115,4,3,771014,2590,2156,2606,1448,30013,164
1615,115,5,3,67735,262,210,265,133,2423,7
1616,115,6,4,445145,1349,1229,1642,884,15590,79
1617,115,7,4,154384,508,481,676,352,5915,28
1618,115,8,4,1554046,4497,4289,5735,3055,60406,312
1619,115,9,3,13920,51,44,64,24,148,0
1620,115,10,4,690601,2017,1989,2571,1389,27365,133
1621,115,11,4,504725,1729,1766,2009,1074,19516,95
1622,115,12,4,762022,2327,2300,3088,1616,29577,138
1623,115,13,4,819411,2214,2041,2833,1461,34156,178
1624,116,0,3,218010,783,630,759,455,8358,44
1625,116,1,5,123816,452,512,700,353,3206,14
1626,116,2,3,550969,1776,1483,1767,896,22317,99
1627,116,3,2,20400,41,36,40,18,70,2
1628,116,4,3,770238,2692,2244,2641,1462,30550,166
1629,116,5,3,67654,285,220,262,136,2471,8
1630,116,6,4,444740,1393,1287,1609,866,15944,82
1631,116,7,4,154255,497,501,656,351,6056,28
1632,116,8,4,1552762,4597,4429,5684,3017,61539,320
1633,116,9,3,13902,56,45,67,25,156,0
1634,116,10,4,690008,2108,2003,2513,1387,27913,133
1635,116,11,4,504264,1767,1727,2050,1095,19916,97
1636,116,12,4,761328,2431,2329,3055,1599,30188,141
1637,116,13,4,818757,2302,2132,2785,1422,34718,179
1638,117,0,3,217750,825,687,770,448,8515,46
1639,117,1,5,123713,435,497,667,344,3383,14
1640,117,2,3,550402,1875,1592,1778,892,22669,100
1641,117,3,2,20382,53,28,44,21,77,2
1642,117,4,3,769444,2821,2362,2598,1478,31124,170
1643,117,5,3,67555,314,238,248,148,2525,8
1644,117,6,4,444383,1371,1333,1603,880,16269,83
1645,117,7,4,154091,539,505,641,355,6185,31
1646,117,8,4,1551432,4732,4542,5663,2975,62684,327
1647,117,9,3,13884,56,51,60,26,174,0
1648,117,10,4,689437,2146,2067,2487,1378,28417,134
1649,117,11,4,503781,1794,1781,2043,1110,20310,100
1650,117,12,4,760679,2440,2392,2998,1608,30813,143
1651,117,13,4,818116,2356,2213,2786,1411,35234,181
1652,118,0,3,217505,854,712,813,439,8672,47
1653,118,1,5,123631,410,474,653,359,3512,15
1654,118,2,3,549840,1972,1678,1789,911,23018,102
1655,118,3,2,20367,57,33,43,19,86,2
1656,118,4,3,768569,2965,2513,2625,1498,31657,175
1657,118,5,3,67476,299,278,248,140,2587,9
1658,118,6,4,443982,1389,1371,1613,877,16607,87
1659,118,7,4,153937,551,524,657,350,6297,33
1660,118,8,4,1550124,4785,4667,5648,2983,63821,329
1661,118,9,3,13872,58,50,60,28,183,1
1662,118,10,4,688875,2177,2081,2492,1359,28948,138
1663,118,11,4,503296,1824,1793,2050,1136,20720,102
1664,118,12,4,759991,2466,2463,2933,1616,31461,145
1665,118,13,4,817494,2352,2294,2790,1433,35753,183
1666,119,0,4,217221,930,746,825,442,8831,51
1667,119,1,5,123535,400,474,635,348,3647,15
1668,119,2,3,549221,2076,1812,1791,920,23388,102
1669,119,3,2,20348,61,39,38,22,97,2
1670,119,4,3,767703,3062,2654,2706,1510,32192,175
1671,119,5,4,67392,320,257,261,153,2645,10
1672,119,6,4,443570,1476,1352,1641,885,16915,87
1673,119,7,4,153794,540,548,645,358,6431,33
1674,119,8,4,1548832,4850,4725,5627,3022,64972,334
1675,119,9,5,13852,63,52,63,32,189,1
1676,119,10,4,688308,2185,2150,2472,1342,29475,141
1677,119,11,4,502834,1832,1827,2075,1114,21137,103
1678,119,12,4,759311,2490,2508,2941,1619,32061,149
1679,119,13,4,816884,2371,2309,2771,1438,36343,184
1680,120,0,4,216999,939,763,833,457,9004,51
1681,120,1,5,123429,383,486,616,349,3776,16
1682,120,2,3,548631,2106,1937,1840,957,23737,102
1683,120,3,2,20332,67,42,40,21,103,2
1684,120,4,3,766797,3152,2791,2798,1535,32754,177
1685,120,5,4,67312,318,273,266,162,2697,11
1686,120,6,4,443165,1469,1444,1621,863,17277,89
1687,120,7,4,153677,512,571,645,352,6559,34
1688,120,8,4,1547531,4833,4871,5603,3083,66107,340
1689,120,9,5,13837,62,54,66,38,194,1
1690,120,10,4,687735,2220,2148,2509,1356,29964,143
1691,120,11,4,502370,1813,1885,2119,1106,21526,104
1692,120,12,4,758666,2449,2559,2945,1650,32661,154
1693,120,13,4,816203,2435,2355,2739,1440,36944,185
1694,121,0,4,216781,931,822,841,446,9174,54
1695,121,1,5,123335,370,487,602,337,3908,16
1696,121,2,3,547990,2196,2011,1918,973,24120,104
1697,121,3,2,20320,62,50,40,23,110,2
1698,121,4,3,765853,3275,2906,2890,1560,33343,179
1699,121,5,4,67249,298,286,275,170,2750,12
1700,121,6,4,442755,1495,1479,1668,850,17592,90
1701,121,7,4,153537,525,550,644,357,6703,35
1702,121,8,4,1546235,4884,4908,5614,3067,67320,350
1703,121,9,5,13824,58,62,65,34,208,1
1704,121,10,4,687148,2240,2172,2551,1363,30458,145
1705,121,11,4,501832,1899,1870,2142,1103,21973,106
1706,121,12,4,757997,2455,2604,2954,1656,33264,163
1707,121,13,4,815610,2374,2400,2782,1455,37495,187
1708,122,0,4,216584,889,840,867,477,9338,55
1709,122,1,5,123235,369,467,593,328,4047,16
1710,122,2,3,547338,2284,2093,1975,1012,24506,109
1711,122,3,2,20303,59,59,40,22,122,2
1712,122,4,3,764920,3374,2968,2997,1627,33941,182
1713,122,5,4,67181,280,297,286,172,2812,12
1714,122,6,4,442349,1483,1537,1683,859,17928,91
1715,122,7,4,153405,521,563,633,346,6848,35
1716,122,8,4,1544906,4935,4945,5666,3131,68445,357
1717,122,9,5,13809,62,63,65,31,221,1
1718,122,10,4,686532,2280,2198,2573,1413,30936,148
1719,122,11,4,501335,1903,1876,2188,1137,22380,107
1720,122,12,4,757366,2448,2568,2984,1678,33886,167
1721,122,13,4,814999,2379,2393,2845,1476,38024,188
1722,123,0,4,216387,849,862,892,497,9508,56
1723,123,1,5,123138,367,451,584,328,4171,16
1724,123,2,3,546706,2325,2118,2061,1104,24894,111
1725,123,3,2,20276,69,59,48,26,127,2
1726,123,4,3,763986,3430,3109,3094,1659,34549,183
1727,123,5,4,67102,291,311,286,160,2878,12
1728,123,6,4,441965,1509,1500,1711,891,18263,93
1729,123,7,4,153240,566,548,620,347,6995,35
1730,123,8,4,1543524,5033,4998,5707,3175,69591,361
1731,123,9,5,13792,63,67,67,26,236,1
1732,123,10,4,685906,2308,2253,2589,1405,31471,151
1733,123,11,4,500818,1923,1939,2166,1122,22851,108
1734,123,12,4,756675,2474,2555,3043,1656,34527,169
1735,123,13,4,814323,2436,2425,2849,1500,38583,189
1736,124,0,4,216174,837,870,919,505,9690,58
1737,124,1,5,123067,339,436,603,310,4284,17
1738,124,2,3,546026,2372,2224,2171,1135,25280,114
1739,124,3,2,20255,68,62,60,27,133,2
1740,124,4,3,762922,3607,3241,3188,1693,35176,187
1741,124,5,4,67030,286,319,289,167,2937,12
1742,124,6,4,441579,1478,1550,1735,908,18589,93
1743,124,7,4,153102,555,565,627,348,7119,36
1744,124,8,4,1542126,5129,5049,5793,3177,70754,367
1745,124,9,5,13781,60,68,67,23,252,1
1746,124,10,4,685311,2309,2287,2617,1397,32011,151
1747,124,11,4,500331,1880,1977,2214,1155,23262,112
1748,124,12,4,755974,2506,2590,3052,1652,35156,171
1749,124,13,4,813698,2434,2449,2878,1526,39131,192
1750,125,0,4,215972,827,881,913,518,9884,58
1751,125,1,5,123000,324,394,594,310,4417,18
1752,125,2,3,545318,2478,2290,2249,1151,25722,115
1753,125,3,2,20231,75,65,63,29,142,2
1754,125,4,3,761885,3668,3415,3280,1737,35842,189
1755,125,5,4,66947,294,318,299,173,2997,12
1756,125,6,4,441139,1529,1526,1784,919,18942,97
1757,125,7,4,152963,535,593,624,346,7255,36
1758,125,8,4,1540702,5165,5202,5824,3177,71958,373
1759,125,9,5,13771,55,70,69,24,262,1
1760,125,10,4,684659,2424,2221,2679,1381,32568,153
1761,125,11,4,499822,1911,1990,2215,1174,23707,116
1762,125,12,4,755309,2511,2587,3083,1651,35789,179
1763,125,13,4,812996,2506,2472,2906,1525,39711,198
1764,126,0,4,215727,852,881,934,526,10075,59
1765,126,1,4,122904,343,369,600,300,4523,18
1766,126,2,4,544624,2507,2371,2356,1222,26128,117
1767,126,3,3,20215,72,66,71,28,153,2
1768,126,4,5,760871,3708,3578,3412,1794,36464,192
1769,126,5,5,66881,286,309,305,183,3064,12
1770,126,6,4,440736,1492,1581,1794,916,19320,99
1771,126,7,4,152801,560,595,637,352,7371,38
1772,126,8,4,1539269,5224,5248,6005,3191,73091,377
1773,126,9,4,13765,49,68,74,24,271,1
1774,126,10,4,684078,2368,2337,2675,1367,33107,155
1775,126,11,5,499294,1924,2028,2219,1179,24175,119
1776,126,12,4,754599,2556,2644,3082,1627,36422,183
1777,126,13,4,812309,2537,2541,2877,1531,40321,200
1778,127,0,4,215497,843,875,970,543,10267,61
1779,127,1,4,122767,391,357,585,304,4635,19
1780,127,2,4,544052,2435,2432,2452,1247,26590,120
1781,127,3,3,20199,70,69,72,27,168,2
1782,127,4,5,760326,3336,3615,3525,1848,37177,196
1783,127,5,5,66835,262,300,312,197,3122,12
1784,127,6,4,440330,1467,1610,1834,921,19677,101
1785,127,7,4,152653,567,586,656,360,7494,40
1786,127,8,4,1537859,5265,5387,6035,3229,74253,383
1787,127,9,4,13751,49,66,76,29,280,1
1788,127,10,4,683462,2416,2291,2718,1390,33655,156
